experimento,campana,maquina,motor,celda,run,fecha,modelo_gen,rerank,coleccion,niveles,n_requests,n_ok,wall_s,duracion_telemetria_s,n_consultas_log,tokens_entrada,tokens_salida,tokens_salida_estim_palabras,energia_wh,energia_marginal_wh,pot_media_w,n_gpus
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_03,confianza_spec,voz05,vllm,12b_06b,run_03,2026-07-05 13:14:10,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,47.7,47.0,91,374854,33436,20874,6.108,2.025,464.9,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_04,confianza_spec,voz05,vllm,12b_06b,run_04,2026-07-05 13:14:58,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,41.0,41.0,90,346974,27082,16798,5.181,1.622,451.3,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_05,confianza_spec,voz05,vllm,12b_06b,run_05,2026-07-05 13:15:40,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,44.5,44.0,91,457634,28326,17642,5.678,1.938,462.1,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_06,confianza_spec,voz05,vllm,12b_06b,run_06,2026-07-05 13:16:25,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,38.8,38.0,82,406670,24594,15825,5.135,2.176,485.5,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_07,confianza_spec,voz05,vllm,12b_06b,run_07,2026-07-05 13:17:04,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,49.1,49.0,87,409953,28893,19112,6.214,1.872,455.2,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_08,confianza_spec,voz05,vllm,12b_06b,run_08,2026-07-05 13:17:53,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,43.1,43.0,83,395743,24077,16045,5.688,2.093,473.6,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_09,confianza_spec,voz05,vllm,12b_06b,run_09,2026-07-05 13:18:37,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,73,45.0,44.0,89,396456,27977,17622,5.649,1.902,461.3,2
eval/prueba_carga_usuarios/confianza_spec/on_12b_mtp/vllm/12b_06b/run_10,confianza_spec,voz05,vllm,12b_06b,run_10,2026-07-05 13:19:22,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,43.0,43.0,76,331391,26860,19468,5.582,2.142,464.8,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_01,confianza_spec,voz05,vllm,26b_06b,run_01,2026-07-05 15:52:00,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,183.2,183.1,77,318932,30657,28910,27.921,6.489,548.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_02,confianza_spec,voz05,vllm,26b_06b,run_02,2026-07-05 15:55:03,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,165.5,165.0,76,356777,23069,22018,26.396,6.767,575.3,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_03,confianza_spec,voz05,vllm,26b_06b,run_03,2026-07-05 15:57:49,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,193.6,193.0,78,335953,35343,33450,29.808,6.834,555.3,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_04,confianza_spec,voz05,vllm,26b_06b,run_04,2026-07-05 16:01:03,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,73,168.1,167.0,77,281490,26453,25007,25.565,5.989,550.4,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_05,confianza_spec,voz05,vllm,26b_06b,run_05,2026-07-05 16:03:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,179.5,179.0,78,409743,23711,22365,28.759,7.554,577.5,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_06,confianza_spec,voz05,vllm,26b_06b,run_06,2026-07-05 16:06:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,186.3,186.0,76,393207,27562,26034,29.45,7.571,569.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_07,confianza_spec,voz05,vllm,26b_06b,run_07,2026-07-05 16:09:58,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,198.8,198.0,77,361711,30063,28292,30.57,7.298,555.1,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_08,confianza_spec,voz05,vllm,26b_06b,run_08,2026-07-05 16:13:18,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,179.0,178.0,77,352837,26407,24964,27.955,6.929,564.7,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_09,confianza_spec,voz05,vllm,26b_06b,run_09,2026-07-05 16:16:17,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,74,183.3,183.0,77,372792,26700,24939,28.794,7.203,565.7,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_off/vllm/26b_06b/run_10,confianza_spec,voz05,vllm,26b_06b,run_10,2026-07-05 16:19:21,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,173.0,172.0,76,322593,26050,24644,26.726,6.437,558.6,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_01,confianza_spec,voz05,vllm,26b_06b,run_01,2026-07-05 14:17:32,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,160.8,160.0,79,347470,31460,24133,25.16,8.01,565.0,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_02,confianza_spec,voz05,vllm,26b_06b,run_02,2026-07-05 14:20:13,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,147.8,147.0,76,357898,23562,18483,24.268,7.981,593.1,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_03,confianza_spec,voz05,vllm,26b_06b,run_03,2026-07-05 14:22:41,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,164.3,164.0,80,339473,33692,25768,26.213,8.023,574.6,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_04,confianza_spec,voz05,vllm,26b_06b,run_04,2026-07-05 14:25:26,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,75,143.7,143.0,79,313246,26910,20673,23.174,6.669,582.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_05,confianza_spec,voz05,vllm,26b_06b,run_05,2026-07-05 14:27:50,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,154.1,154.0,79,409869,23974,18544,25.754,8.53,600.5,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_06,confianza_spec,voz05,vllm,26b_06b,run_06,2026-07-05 14:30:24,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,162.1,161.0,77,399229,28317,21456,26.803,8.677,598.3,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_07,confianza_spec,voz05,vllm,26b_06b,run_07,2026-07-05 14:33:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,165.3,165.0,79,370484,29140,22471,26.553,7.908,578.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_08,confianza_spec,voz05,vllm,26b_06b,run_08,2026-07-05 14:35:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,150.3,150.0,77,348004,25991,20329,24.549,7.935,587.9,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_09,confianza_spec,voz05,vllm,26b_06b,run_09,2026-07-05 14:38:23,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,73,155.7,155.0,78,362454,26701,20332,25.354,8.263,587.7,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on/vllm/26b_06b/run_10,confianza_spec,voz05,vllm,26b_06b,run_10,2026-07-05 14:40:59,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,139.8,139.0,76,320319,26766,20863,23.0,7.422,594.5,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_01,confianza_spec,voz05,vllm,26b_06b,run_01,2026-07-06 00:49:31,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,140.5,140.0,81,342329,30253,21331,22.757,7.79,583.6,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_02,confianza_spec,voz05,vllm,26b_06b,run_02,2026-07-06 00:51:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,134.7,134.0,77,360642,23717,16640,22.782,7.477,610.6,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_03,confianza_spec,voz05,vllm,26b_06b,run_03,2026-07-06 00:54:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,145.2,145.0,80,329550,33712,24002,23.954,7.812,593.4,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_04,confianza_spec,voz05,vllm,26b_06b,run_04,2026-07-06 00:56:32,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,132.2,132.0,82,339842,29229,20265,22.154,6.891,602.5,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_05,confianza_spec,voz05,vllm,26b_06b,run_05,2026-07-06 00:58:45,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,136.0,135.0,80,418917,23605,16878,23.568,7.81,626.9,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_06,confianza_spec,voz05,vllm,26b_06b,run_06,2026-07-06 01:01:01,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,143.7,143.0,77,394109,27159,19228,24.538,7.881,616.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_07,confianza_spec,voz05,vllm,26b_06b,run_07,2026-07-06 01:03:25,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,147.9,147.0,79,370471,28979,21012,24.519,7.854,599.7,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_08,confianza_spec,voz05,vllm,26b_06b,run_08,2026-07-06 01:05:54,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,134.9,134.0,77,348236,24667,18174,22.672,7.585,607.7,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_09,confianza_spec,voz05,vllm,26b_06b,run_09,2026-07-06 01:08:09,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,147.6,147.0,79,400090,27862,19606,25.081,8.569,612.9,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n2/vllm/26b_06b/run_10,confianza_spec,voz05,vllm,26b_06b,run_10,2026-07-06 01:10:37,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,130.3,130.0,76,320334,26569,19307,21.972,7.142,607.3,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n3/vllm/26b_06b/run_01,confianza_spec,voz05,vllm,26b_06b,run_01,2026-07-06 06:36:17,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,133.0,132.0,76,318779,31488,21955,22.107,7.211,601.2,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n3/vllm/26b_06b/run_02,confianza_spec,voz05,vllm,26b_06b,run_02,2026-07-06 06:40:50,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,125.6,125.0,77,353620,23306,15887,21.565,7.256,618.9,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n3/vllm/26b_06b/run_03,confianza_spec,voz05,vllm,26b_06b,run_03,2026-07-06 06:42:56,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,141.6,141.0,76,323826,32880,23213,23.5,7.191,598.6,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n3/vllm/26b_06b/run_04,confianza_spec,voz05,vllm,26b_06b,run_04,2026-07-06 06:50:00,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,125.3,125.0,82,331544,27426,18403,20.981,6.464,602.1,2
eval/prueba_carga_usuarios/confianza_spec/qwen36_on_n3/vllm/26b_06b/run_05,confianza_spec,voz05,vllm,26b_06b,run_05,2026-07-06 06:52:06,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,135.7,135.0,76,397832,23355,16421,23.523,8.406,625.7,2
