experimento,campana,maquina,motor,celda,run,fecha,modelo_gen,rerank,coleccion,niveles,n_requests,n_ok,wall_s,duracion_telemetria_s,n_consultas_log,tokens_entrada,tokens_salida,tokens_salida_estim_palabras,energia_wh,energia_marginal_wh,pot_media_w,n_gpus
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_09,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_09,2026-07-31 12:49:51,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,292.8,293.1,77,360829,25041,23327,25.217,19.313,310.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_06b_np8/run_10,confianza_5090,gtc2pc4,llamacpp,12b_06b_np8,run_10,2026-07-31 12:54:58,gemma4:12b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,277.9,278.1,77,325382,26721,25112,24.661,19.054,319.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_01,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_01,2026-07-27 14:24:47,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,476.4,476.1,77,314516,33078,31121,50.533,20.94,381.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_02,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_02,2026-07-27 14:32:51,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,430.9,431.1,77,340043,24743,23272,43.42,22.829,362.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_03,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_03,2026-07-27 14:40:08,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,483.8,484.1,78,319651,33100,31082,50.797,23.782,377.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_04,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_04,2026-07-27 14:48:18,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,416.6,416.1,77,298226,25787,24168,42.666,20.776,368.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_05,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_05,2026-07-27 14:55:20,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,453.5,453.1,78,376002,26720,24775,45.597,32.232,362.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_06,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_06,2026-07-27 15:03:01,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,473.5,473.1,77,393113,24715,23180,44.967,32.324,342.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_07,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_07,2026-07-27 15:11:00,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,462.6,462.1,77,346816,28855,27194,47.37,27.027,368.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_08,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_08,2026-07-27 15:18:49,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,421.7,421.1,77,347218,24002,22476,42.125,22.581,359.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_09,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_09,2026-07-27 15:25:57,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,445.1,445.1,77,362271,25180,23520,44.397,31.314,358.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np1/run_10,confianza_5090,gtc2pc4,llamacpp,12b_4b_np1,run_10,2026-07-27 15:33:29,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,444.0,444.1,76,338949,26586,25010,44.947,30.885,364.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_01,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_01,2026-07-27 11:55:49,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,325.1,325.1,78,321172,33957,32125,33.283,14.576,368.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_02,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_02,2026-07-27 12:01:20,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,274.8,274.1,78,344670,25252,23457,27.234,12.514,357.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_03,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_03,2026-07-27 12:06:00,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,278.4,278.1,78,324450,32843,30625,28.149,16.188,364.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_04,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_04,2026-07-27 12:10:46,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,256.8,257.1,78,315364,27567,25687,25.219,13.81,353.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_05,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_05,2026-07-27 12:15:10,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,270.4,270.1,78,373509,26345,24720,26.941,17.244,359.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_06,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_06,2026-07-27 12:19:46,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,266.5,266.1,78,398530,25507,23362,26.576,15.861,359.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_07,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_07,2026-07-27 12:24:18,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,268.5,268.1,78,351648,28742,27069,26.873,16.646,361.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_08,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_08,2026-07-27 12:28:52,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,254.0,254.1,78,347340,24167,22426,24.75,15.458,350.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_09,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_09,2026-07-27 12:33:12,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,260.0,260.1,78,370404,25228,23261,25.744,14.333,356.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np4/run_10,confianza_5090,gtc2pc4,llamacpp,12b_4b_np4,run_10,2026-07-27 12:37:39,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,262.6,262.1,76,340578,26670,25133,25.885,13.517,355.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_01,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_01,2026-07-31 12:59:49,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,318.0,318.1,77,316821,33225,31565,29.012,22.598,328.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_02,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_02,2026-07-31 13:05:19,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,282.8,283.1,77,341590,23438,22146,24.889,19.192,316.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_03,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_03,2026-07-31 13:10:14,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,309.8,309.1,77,320737,32315,30304,28.459,22.191,331.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_04,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_04,2026-07-31 13:15:37,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,288.9,289.1,77,310754,27189,25606,25.773,19.897,321.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_05,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_05,2026-07-31 13:20:37,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,290.9,291.1,77,369909,25833,24361,26.254,20.364,324.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_06,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_06,2026-07-31 13:25:39,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,298.2,298.1,77,396274,25472,23746,26.781,20.772,323.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_07,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_07,2026-07-31 13:30:51,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,291.3,291.1,77,346191,29027,27364,26.892,20.986,333.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_08,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_08,2026-07-31 13:35:55,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,282.2,282.1,77,350147,24159,22562,25.659,19.961,327.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_09,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_09,2026-07-31 13:40:51,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,284.4,284.1,77,367925,25465,23752,26.314,20.387,333.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/12b_4b_np8/run_10,confianza_5090,gtc2pc4,llamacpp,12b_4b_np8,run_10,2026-07-31 13:45:49,gemma4:12b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,293.9,294.1,76,338176,26169,24653,26.452,20.536,324.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_01,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_01,2026-07-16 21:50:25,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,250.9,251.1,80,274329,26130,25343,21.705,7.156,310.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_02,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_02,2026-07-16 21:54:39,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,206.4,206.1,81,318681,19732,18699,17.686,5.122,309.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_03,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_03,2026-07-16 21:58:09,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,214.7,214.1,80,309539,24368,23674,18.792,5.277,316.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_04,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_04,2026-07-16 22:01:48,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,207.7,208.1,80,301926,20612,19594,17.898,5.494,309.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_05,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_05,2026-07-16 22:05:19,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,224.3,224.1,80,394869,23418,21596,19.8,5.245,317.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_06,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_06,2026-07-16 22:09:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,222.5,222.1,79,390930,21441,20546,19.776,4.03,320.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_07,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_07,2026-07-16 22:12:53,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,236.0,236.1,78,332580,21995,21039,20.789,6.444,317.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_08,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_08,2026-07-16 22:16:52,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,217.7,218.1,78,350286,22798,21214,18.816,5.913,310.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_09,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_09,2026-07-16 22:20:34,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,217.7,217.1,79,377355,22412,21071,19.171,5.834,318.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np1/run_10,confianza_5090,gtc2pc4,llamacpp,26b_06b_np1,run_10,2026-07-16 22:24:15,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,231.5,231.1,78,319757,24313,22793,20.132,5.786,313.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_01,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_01,2026-07-16 20:42:49,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,185.9,186.1,78,272965,28404,27375,14.814,7.941,286.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_02,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_02,2026-07-16 20:46:00,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,163.2,163.0,78,330904,21274,20385,13.07,6.747,288.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_03,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_03,2026-07-16 20:48:47,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,169.3,169.0,80,316551,24951,24072,13.872,6.713,295.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_04,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_04,2026-07-16 20:51:41,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,168.8,169.0,78,300733,22818,21983,13.581,6.958,289.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_05,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_05,2026-07-16 20:54:35,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,174.4,174.1,79,389197,22903,21525,14.329,7.384,296.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_06,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_06,2026-07-16 20:57:34,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,177.4,177.1,78,392123,22939,21647,14.831,7.667,301.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_07,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_07,2026-07-16 21:00:36,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,179.6,179.1,78,334860,22978,21886,14.75,7.274,296.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_08,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_08,2026-07-16 21:03:40,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,174.5,174.1,78,351589,22472,21050,14.201,5.628,293.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_09,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_09,2026-07-16 21:06:39,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,173.9,174.1,79,381485,23365,21957,14.384,7.5,297.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np4/run_10,confianza_5090,gtc2pc4,llamacpp,26b_06b_np4,run_10,2026-07-16 21:09:37,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,181.2,181.1,78,337589,26912,24644,14.617,7.902,290.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_01,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_01,2026-07-31 11:02:34,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,187.6,187.1,78,284191,26366,25481,14.494,9.291,278.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_02,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_02,2026-07-31 11:05:48,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,170.3,170.0,79,331004,21356,20530,12.981,8.212,275.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_03,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_03,2026-07-31 11:08:45,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,170.4,170.0,78,308639,22868,22454,13.097,8.498,277.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_04,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_04,2026-07-31 11:11:42,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,181.7,182.1,78,301375,22700,21864,13.893,8.855,274.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_05,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_05,2026-07-31 11:14:49,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,182.1,182.1,78,386291,22342,21210,14.461,9.425,286.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_06,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_06,2026-07-31 11:17:58,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,182.7,183.1,78,390659,22013,20799,14.295,9.203,281.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_07,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_07,2026-07-31 11:21:07,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,189.1,189.1,78,331981,22741,21691,14.723,9.398,280.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_08,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_08,2026-07-31 11:24:22,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,178.4,178.0,78,361867,23873,22140,13.715,8.769,277.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_09,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_09,2026-07-31 11:27:27,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,184.2,184.1,78,377925,24011,22516,14.318,9.188,280.1,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_06b_np8/run_10,confianza_5090,gtc2pc4,llamacpp,26b_06b_np8,run_10,2026-07-31 11:30:37,gemma4:26b,embed,docs_rag_qwen3_06b,1/5/10/15/20/25,76,76,187.0,187.1,78,336481,26464,24352,14.547,8.944,279.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_01,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_01,2026-07-16 22:28:11,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,261.9,262.1,79,319946,31995,29907,23.455,6.714,322.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_02,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_02,2026-07-16 22:32:38,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,207.3,207.1,77,315735,20167,18978,18.105,5.459,315.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_03,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_03,2026-07-16 22:36:10,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,218.0,218.1,79,300103,23038,22116,18.637,9.16,307.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_04,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_04,2026-07-16 22:39:52,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,376.9,377.1,79,316494,23854,22328,20.645,18.905,197.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_05,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_05,2026-07-16 22:46:14,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,233.3,233.1,79,355286,25677,23619,20.498,6.551,316.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_06,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_06,2026-07-16 22:50:12,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,230.3,230.1,78,402370,24246,21927,20.825,6.521,325.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_07,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_07,2026-07-16 22:54:07,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,235.4,235.1,78,350114,26020,24110,21.04,6.83,322.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_08,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_08,2026-07-16 22:58:06,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,213.5,213.1,78,345745,22072,20162,18.556,6.045,313.6,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_09,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_09,2026-07-16 23:01:44,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,314.6,314.1,78,369000,23772,22041,21.08,19.588,241.4,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np1/run_10,confianza_5090,gtc2pc4,llamacpp,26b_4b_np1,run_10,2026-07-16 23:07:04,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,231.7,231.1,76,359031,24208,22932,20.535,6.907,320.2,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_01,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_01,2026-07-16 21:12:44,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,193.0,193.1,78,304003,30047,28508,16.544,6.743,308.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_02,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_02,2026-07-16 21:16:03,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,162.7,163.0,79,319824,21408,20093,13.337,7.226,294.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_03,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_03,2026-07-16 21:18:52,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,166.6,166.0,79,303863,24018,23041,13.871,6.602,300.9,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_04,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_04,2026-07-16 21:21:44,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,172.7,172.1,78,298775,23210,22137,14.35,7.682,300.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_05,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_05,2026-07-16 21:24:43,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,178.7,178.1,78,348890,25801,23869,14.943,7.77,302.3,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_06,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_06,2026-07-16 21:27:47,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,183.5,183.1,78,401889,23467,21839,15.681,8.18,308.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_07,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_07,2026-07-16 21:30:57,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,180.6,180.1,78,337420,24715,22990,15.243,6.707,305.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_08,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_08,2026-07-16 21:34:04,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,169.8,170.0,78,342407,23202,21319,14.11,7.904,298.8,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_09,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_09,2026-07-16 21:36:59,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,172.1,172.1,78,369438,23605,21904,14.373,8.43,301.0,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np4/run_10,confianza_5090,gtc2pc4,llamacpp,26b_4b_np4,run_10,2026-07-16 21:39:56,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,178.7,179.1,76,346820,24526,23523,15.153,7.196,304.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_01,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_01,2026-07-31 11:33:55,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,200.5,200.1,78,310986,30374,28795,16.372,9.42,294.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_02,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_02,2026-07-31 11:37:22,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,173.6,173.1,79,314838,21228,19934,13.575,8.821,282.7,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_03,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_03,2026-07-31 11:40:24,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,172.2,172.0,78,292352,24621,23880,13.87,9.038,290.5,1
eval/prueba_carga_usuarios/confianza_5090/llamacpp/26b_4b_np8/run_04,confianza_5090,gtc2pc4,llamacpp,26b_4b_np8,run_04,2026-07-31 11:43:23,gemma4:26b,embed,docs_rag_qwen3,1/5/10/15/20/25,76,76,183.3,183.1,78,308233,24934,23407,14.707,9.577,289.5,1
