timestamp, index, memory.used [MiB], memory.total [MiB], utilization.gpu [%], power.draw [W], temperature.gpu
2026/06/28 22:04:36.819, 1, 16296, 97887, 0, 114.68, 44
2026/06/28 22:04:37.319, 0, 88855, 97887, 100, 361.05, 59
2026/06/28 22:04:37.319, 1, 16296, 97887, 0, 112.80, 42
2026/06/28 22:04:37.819, 0, 88855, 97887, 100, 360.71, 59
2026/06/28 22:04:37.819, 1, 16296, 97887, 48, 134.72, 42
2026/06/28 22:04:38.319, 0, 88855, 97887, 100, 361.36, 59
2026/06/28 22:04:38.319, 1, 16296, 97887, 27, 129.97, 43
2026/06/28 22:04:38.820, 0, 88855, 97887, 100, 365.32, 59
2026/06/28 22:04:38.820, 1, 16296, 97887, 78, 183.07, 44
2026/06/28 22:04:39.323, 0, 88855, 97887, 100, 366.46, 59
2026/06/28 22:04:39.323, 1, 16296, 97887, 36, 243.01, 44
2026/06/28 22:04:39.823, 0, 88855, 97887, 100, 363.04, 59
2026/06/28 22:04:39.823, 1, 16296, 97887, 66, 222.22, 47
2026/06/28 22:04:40.323, 0, 88855, 97887, 100, 358.32, 58
2026/06/28 22:04:40.323, 1, 16296, 97887, 79, 222.11, 49
2026/06/28 22:04:40.823, 0, 88855, 97887, 100, 355.99, 58
2026/06/28 22:04:40.824, 1, 16296, 97887, 70, 266.12, 47
2026/06/28 22:04:41.324, 0, 88855, 97887, 100, 351.13, 58
2026/06/28 22:04:41.324, 1, 16296, 97887, 70, 251.79, 46
2026/06/28 22:04:41.824, 0, 88855, 97887, 100, 347.26, 58
2026/06/28 22:04:41.824, 1, 16296, 97887, 74, 229.78, 46
2026/06/28 22:04:42.324, 0, 88855, 97887, 100, 348.55, 58
2026/06/28 22:04:42.324, 1, 16296, 97887, 68, 255.64, 46
2026/06/28 22:04:42.824, 0, 88855, 97887, 100, 349.79, 58
2026/06/28 22:04:42.825, 1, 16296, 97887, 69, 236.65, 48
2026/06/28 22:04:43.325, 0, 88855, 97887, 100, 346.92, 58
2026/06/28 22:04:43.325, 1, 16296, 97887, 73, 222.67, 48
2026/06/28 22:04:43.825, 0, 88855, 97887, 100, 344.74, 58
2026/06/28 22:04:43.825, 1, 16296, 97887, 65, 267.92, 49
2026/06/28 22:04:44.325, 0, 88855, 97887, 100, 344.12, 58
2026/06/28 22:04:44.325, 1, 16296, 97887, 51, 220.05, 45
2026/06/28 22:04:44.825, 0, 88855, 97887, 100, 343.16, 58
2026/06/28 22:04:44.825, 1, 16296, 97887, 69, 160.92, 44
2026/06/28 22:04:45.326, 0, 88855, 97887, 100, 340.64, 58
2026/06/28 22:04:45.326, 1, 16296, 97887, 73, 153.99, 46
2026/06/28 22:04:45.826, 0, 88855, 97887, 100, 331.30, 57
2026/06/28 22:04:45.826, 1, 16296, 97887, 77, 220.14, 48
2026/06/28 22:04:46.326, 0, 88855, 97887, 52, 296.60, 55
2026/06/28 22:04:46.326, 1, 16296, 97887, 86, 293.75, 51
2026/06/28 22:04:46.826, 0, 88855, 97887, 0, 182.20, 53
2026/06/28 22:04:46.827, 1, 16296, 97887, 78, 304.43, 49
2026/06/28 22:04:47.327, 0, 88855, 97887, 0, 94.93, 52
2026/06/28 22:04:47.327, 1, 16296, 97887, 78, 305.87, 49
2026/06/28 22:04:47.827, 0, 88855, 97887, 0, 94.93, 52
2026/06/28 22:04:47.827, 1, 16296, 97887, 71, 297.21, 51
2026/06/28 22:04:48.327, 0, 88855, 97887, 0, 91.74, 51
2026/06/28 22:04:48.327, 1, 16296, 97887, 66, 285.53, 49
2026/06/28 22:04:48.828, 0, 88855, 97887, 0, 91.74, 51
2026/06/28 22:04:48.828, 1, 16296, 97887, 68, 248.94, 47
2026/06/28 22:04:49.329, 0, 88855, 97887, 100, 232.03, 63
2026/06/28 22:04:49.329, 1, 16296, 97887, 0, 149.29, 44
2026/06/28 22:04:49.830, 0, 88855, 97887, 100, 321.20, 65
2026/06/28 22:04:49.830, 1, 16296, 97887, 0, 105.15, 44
2026/06/28 22:04:50.330, 0, 88855, 97887, 100, 517.82, 65
2026/06/28 22:04:50.330, 1, 16296, 97887, 0, 105.15, 44
2026/06/28 22:04:50.830, 0, 88855, 97887, 100, 517.51, 66
2026/06/28 22:04:50.830, 1, 16296, 97887, 0, 96.02, 44
2026/06/28 22:04:51.330, 0, 88855, 97887, 100, 518.91, 66
2026/06/28 22:04:51.330, 1, 16296, 97887, 0, 96.02, 44
2026/06/28 22:04:51.830, 0, 88855, 97887, 100, 516.51, 67
2026/06/28 22:04:51.830, 1, 16296, 97887, 0, 95.40, 44
2026/06/28 22:04:52.330, 0, 88855, 97887, 100, 517.62, 67
